id,company,title,date,url,description,topics,source_name,discovered_at,last_seen_at,published_at_source,description_source,observation_mode,topic_method
a333523ae675b16d,Deloitte,European CFOs are more pessimistic in 2026 than at any point since the 2022 energy crisis,2026-08-06,https://www.deloitte.com/us/en/insights/topics/business-strategy-growth/european-cfo-survey-spring-2026.html,"CFOs are prioritizing cost discipline, resilience, and scenario planning as geopolitical risk intensifies",Energy|Supply Chain,Deloitte Insights,2026-08-14T04:04:54Z,2026-08-16T06:17:36Z,jsonld:datePublished,meta,direct-article,keyword-v2
e2b69ea7f89a4715,BCG,AI-First Procurement: How Autonomous Agents Drive Competitive Advantage,2026-08-03,https://www.bcg.com/publications/2026/ai-in-procurement-drives-competitive-advantage,Procurement teams are capturing only a fraction of AI’s potential value. The missing ingredient? Redesigning workflows around AI agents.,AI|Supply Chain,BCG Publications,2026-08-08T17:09:53Z,2026-08-08T17:09:53Z,,,,
8740f5c4c943a91d,BCG,The Unexpected Ways GLP-1s Are Transforming Consumer Behavior,2026-08-03,https://www.bcg.com/publications/2026/glp-1-consumer-behavior-shift,"GLP-1s are doing more than shrinking appetites. They’re stimulating lasting changes in the way users—and their households—eat, shop, dress, exercise, and spend.",,BCG Publications,2026-08-08T17:09:53Z,2026-08-08T17:09:53Z,,,,
9b12bbaa51da92d3,BCG,Do You Own Your Enterprise Cortex? The AI Strategy Risk CEOs May Not See Coming.,2026-08-03,https://www.bcg.com/publications/2026/how-ceos-avoid-ai-vendor-lock-in-risk,"As AI becomes central to enterprise decision making, CEOs face a new challenge: protecting what makes their business unique.",Strategy,BCG Publications,2026-08-08T17:09:53Z,2026-08-08T17:09:53Z,,,,
1b2c6a3f3f843c8c,BCG,How CEOs Can Make the Most of Their Time After Leaving the Corner Office,2026-07-31,https://www.bcg.com/publications/2026/how-ceos-thrive-after-the-corner-office,"Stepping down from a successful, performance-driven career can be disorienting, but a new survey highlights specific moves that can help CEOs manage the transition.",,BCG Publications,2026-08-08T17:09:53Z,2026-08-08T17:09:53Z,,,,
01f5403bbeaf257a,BCG,Entrepreneurial Capitalism Will Be Built City by City,2026-07-31,https://www.bcg.com/publications/2026/entrepreneurial-ecosystems-city-by-city,"Today’s city leaders face social and economic challenges, but growing their startup ecosystems can deliver citizen benefits on a budget.",Economics,BCG Publications,2026-08-08T17:09:53Z,2026-08-08T17:09:53Z,,,,
be9a5e3ca8ca39bd,McKinsey,The shift to 800-volt DC at data centers: Implications for providers,2026-07-30,https://www.mckinsey.com/industries/industrials/our-insights/the-shift-to-800-volt-dc-at-data-centers-implications-for-providers,McKinsey examines the shift toward 800-volt direct-current power architectures in AI data centers and the implications for equipment providers.,AI|Energy|Data Center,McKinsey official verified seed,2026-08-16T06:59:18Z,2026-08-16T06:59:18Z,verified-seed,verified-seed,verified-seed,keyword-v2
5928c908d17618ff,Deloitte,North American CFOs express concerns about AI governance and risk management,2026-07-22,https://www.deloitte.com/us/en/insights/topics/business-strategy-growth/2q-2026-cfo-signals-survey.html,"Respondents to the second-quarter 2026 CFO Signals survey on AI governance are most concerned about cost uncertainty, transparency, and managing risks",AI,Deloitte Insights,2026-08-14T04:04:54Z,2026-08-16T06:17:36Z,jsonld:datePublished,meta,direct-article,keyword-v2
2529db3a5e73ef1b,BCG,The AI-First Asset Manager,2026-07-21,https://www.bcg.com/publications/2026/reimagining-asset-management-with-ai,"Autonomous AI agents can help solve some of the industry’s most pressing problems—but only if the CEO, CTO, and CIO align on strategic vision.",AI,BCG Publications,2026-08-08T17:09:53Z,2026-08-08T17:09:53Z,,,,
023e6b889f15c86b,Deloitte,Resilience with a pinch of caution for the US labor market,2026-07-19,https://www.deloitte.com/us/en/insights/topics/economy/spotlight/private-sector-job-growth.html,"The US labor market has improved noticeably in 2026 after a weak 2025, but the rebound remains uneven across sectors and vulnerable amid challenges",Supply Chain,Deloitte Insights,2026-08-19T02:32:43Z,2026-08-19T02:32:43Z,jsonld:datePublished,meta,direct-article,keyword-v2
c3658431b8e0fb11,Deloitte,Four futures for technology infrastructure: Which one are you building toward?,2026-07-14,https://www.deloitte.com/us/en/insights/topics/technology-management/future-enterprise-architecture.html,"the future of enterprise architecture through four potential infrastructure scenarios, and learn how leaders can build resilience and optionality now",Supply Chain,Deloitte Insights,2026-08-14T04:04:54Z,2026-08-16T06:17:36Z,jsonld:datePublished,meta,direct-article,keyword-v2
ac5990bf51045549,Deloitte,AI adoption to adaptation: How a new change approach can build the human behaviors needed for AI,2026-07-09,https://www.deloitte.com/us/en/insights/topics/talent/ai-adoption-to-ai-adaptation.html,"AI adoption is easy to prove and easy to fake. But these three behaviors show whether workers are actually adapting to AI—changing how they think, decide, and work.",AI,Deloitte Insights,2026-08-14T04:04:54Z,2026-08-16T06:17:36Z,jsonld:datePublished,meta,direct-article,keyword-v2
e47eb28e4c2dfa7d,Deloitte,2026 Deloitte Back-to-School Survey,2026-07-08,https://www.deloitte.com/us/en/insights/industry/retail-distribution/back-to-school-survey.html,Deloitte's 19th Back-to-School Survey finds parents seeking value in their shopping journey amid persistently high inflation and weak consumer sentiment,Economics,Deloitte Insights,2026-08-14T04:04:54Z,2026-08-16T06:17:36Z,jsonld:datePublished,meta,direct-article,keyword-v2
b0f5f671bf858e4d,Deloitte,Oil prices and AI investment play major role in the US economic forecast for 2026–2031,2026-06-30,https://www.deloitte.com/us/en/insights/topics/economy/us-economic-forecast/united-states-outlook-analysis.html,"Elevated oil prices will be largely dictating the future trajectory of the US economy, but the ongoing AI investment cycle will also be a crucial growth driver",AI|Economics|Strategy,Deloitte Insights,2026-08-19T02:32:43Z,2026-08-19T02:32:43Z,jsonld:datePublished,meta,direct-article,keyword-v2
b824819b8a1f3d87,McKinsey,Semiconductors: Etching the new map of strategic supply,2026-06-30,https://www.mckinsey.com/mgi/our-research/semiconductors-etching-the-new-map-of-strategic-supply,"As geopolitics shift, more countries are wooing semiconductor manufacturers to enhance resilience while demand for advanced semiconductors continues to grow.",Semiconductor|Supply Chain,McKinsey official verified bootstrap,2026-08-14T20:25:05Z,2026-08-14T20:25:05Z,,,,
5848a6a1dbb019d7,Deloitte,Rewiring the enterprise operating model for AI scale,2026-06-28,https://www.deloitte.com/us/en/insights/topics/technology-management/rewiring-ai-operating-model.html,"Enterprise AI strategy is entering a new phase, requiring operating models built for faster decisions, dynamic funding, and coordinated work",AI|Strategy,Deloitte Insights,2026-08-14T04:04:54Z,2026-08-16T06:17:36Z,jsonld:datePublished,meta,direct-article,keyword-v2
2f5872bc8c3af628,McKinsey,Frontiers of compute: The technologies to reduce AI inference costs,2026-06-25,https://www.mckinsey.com/industries/semiconductors/our-insights/frontiers-of-compute-the-technologies-to-reduce-ai-inference-costs,AI infrastructure investment is creating sustained demand across the semiconductor value chain as compute becomes a strategic asset.,AI|Semiconductor|Economics,McKinsey official verified bootstrap,2026-08-14T20:25:05Z,2026-08-14T20:25:05Z,,,,
8f24658dbeb4fc08,PwC,The rise of everyday health,2026-06-23,https://www.pwc.com/gx/en/issues/c-suite-insights/voice-of-the-consumer-survey.html,How consumer health habits and occasions are reshaping growth across consumer markets and healthcare.,Strategy,PwC C-suite Insights,2026-08-14T04:04:54Z,2026-08-16T06:17:36Z,visible-near-h1,meta,direct-article,keyword-v2
f5daf6da85b05d40,Deloitte,Quantum computing is coming. How to reduce expensive guesswork to build business value now,2026-06-18,https://www.deloitte.com/us/en/insights/topics/technology-management/quantum-computing-readiness.html,Quantum-inspired methods can bring tangible business value today and build readiness to utilize future quantum computers when they become available. Here’s how.,,Deloitte Insights,2026-08-19T02:32:43Z,2026-08-19T02:32:43Z,jsonld:datePublished,meta,direct-article,keyword-v2
7ef96ec92c83213c,Deloitte,The $9 trillion knowledge exodus: How organizations can turn baby boomer retirements into a competitive advantage,2026-06-17,https://www.deloitte.com/us/en/insights/topics/talent/knowledge-management-plan.html,A so-called ‘silver tsunami’ could drain decades of organizational knowledge. This five-step process can help leaders capture institutional knowledge before it walks out the door.,Strategy,Deloitte Insights,2026-08-14T04:04:54Z,2026-08-16T06:17:36Z,jsonld:datePublished,meta,direct-article,keyword-v2
5e5954fffb0df280,Deloitte,4 shifts are shaping technology infrastructure. How can leaders avoid creating systems they can’t change?,2026-05-31,https://www.deloitte.com/us/en/insights/topics/technology-management/digital-infrastructure-strategy.html,Technology architecture choices made today could create tomorrow’s legacy systems. Here’s how leaders can avoid architected disadvantage.,,Deloitte Insights,2026-08-19T02:32:43Z,2026-08-19T02:32:43Z,jsonld:datePublished,meta,direct-article,keyword-v2
54cb9bb79d916e0f,Deloitte,3 actions top executives and board leaders can take to help safeguard data credibility,2026-05-26,https://www.deloitte.com/us/en/insights/topics/business-strategy-growth/data-governance.html,Scenario planning and agile governance are only as strong as the data underpinning them. How can leaders discern if the information they use can be trusted?,,Deloitte Insights,2026-08-14T04:04:54Z,2026-08-16T06:17:36Z,jsonld:datePublished,meta,direct-article,keyword-v2
8c91c6dd6b870470,Deloitte,What skills might boards need as tectonic shifts reshape the business landscape?,2026-05-19,https://www.deloitte.com/us/en/insights/topics/leadership/board-composition-skill-needs.html,"Many of the largest US-based companies’ boards are led by execs with traditional leadership backgrounds, Deloitte analysis shows. Could other capabilities strengthen this mix?",Workforce,Deloitte Insights,2026-08-19T02:32:43Z,2026-08-19T02:32:43Z,jsonld:datePublished,meta,direct-article,keyword-v2
1ed2516bd044da0b,Deloitte,FSI Predictions 2026,2026-05-19,https://www.deloitte.com/us/en/insights/industry/financial-services/financial-services-industry-predictions.html,"How emerging technologies and market shifts will transform the structure, delivery, and accessibility of financial services in the United States",,Deloitte Insights,2026-08-08T17:09:53Z,2026-08-19T02:32:43Z,jsonld:datePublished,meta,direct-article,keyword-v2
0a684569d247ee9c,Deloitte,Implications of the Middle East conflict for the US economy,2026-05-12,https://www.deloitte.com/us/en/insights/topics/economy/us-economy-impact-higher-oil-prices-middle-east-conflict.html,"Higher oil prices driven by the conflict in the Middle East will likely affect the US economy and consumer, despite resilient growth in AI investments and the US energy sector",AI|Energy|Economics|Strategy,Deloitte Insights,2026-08-19T02:32:43Z,2026-08-19T02:32:43Z,jsonld:datePublished,meta,direct-article,keyword-v2
2dd1c8868505cac4,Deloitte,Rethinking operating models for humans with agents,2026-04-01,https://www.deloitte.com/us/en/insights/topics/talent/operating-models-for-humans-ai-agents.html,"It’s still early days for AI agents and multi-agent systems, but leaders will soon face questions about how to design work for a changing workforce",AI|Workforce,Deloitte Insights,2026-08-14T04:04:54Z,2026-08-16T06:17:36Z,jsonld:datePublished,meta,direct-article,keyword-v2
8d3e8ee1bcef4224,Deloitte,Changing inflation dynamics pose new risks for the US economy,2026-03-31,https://www.deloitte.com/us/en/insights/topics/economy/spotlight/us-inflation-dynamics-effect-us-economy.html,"The March 2026 Economics Insider analyzes changing US inflation trends, their possible drivers, and their effects on US consumer spending",Economics,Deloitte Insights,2026-08-19T02:32:43Z,2026-08-19T02:32:43Z,jsonld:datePublished,meta,direct-article,keyword-v2
ed81e95a173915e9,McKinsey,The next era of semiconductor value creation,2026-03-30,https://www.mckinsey.com/industries/semiconductors/our-insights/the-next-era-of-semiconductor-value-creation,The AI boom and data center buildout are driving semiconductor demand and changing the industry value-creation agenda.,AI|Semiconductor|Data Center|Strategy,McKinsey official verified bootstrap,2026-08-14T20:25:05Z,2026-08-14T20:25:05Z,,,,
c1a5398f75752317,Deloitte,2026 Digital Media Trends: Capturing always-on fandom between releases and seasons,2026-03-24,https://www.deloitte.com/us/en/insights/industry/technology/digital-media-trends-consumption-habits-survey.html,"To boost retention and monetize fan engagement, owners of strong fandoms could host year-round social content, shopping, and exclusive experiences in their own environments",,Deloitte Insights,2026-08-08T17:09:53Z,2026-08-19T02:32:43Z,jsonld:datePublished,meta,direct-article,keyword-v2
dfb26f948df3f955,Deloitte,Have organizational functions outlived their function?,2026-03-04,https://www.deloitte.com/us/en/insights/topics/talent/human-capital-trends/2026/modernizing-corporate-functions.html,The time has come to question the usefulness of traditional organizational pillars,,Deloitte Insights,2026-08-14T04:04:54Z,2026-08-16T06:17:36Z,jsonld:datePublished,meta,direct-article,keyword-v2
949fb4b8836f9fce,Deloitte,Getting human and machine relationships right,2026-03-04,https://www.deloitte.com/us/en/insights/topics/talent/human-capital-trends/2026/human-ai-interaction-design.html,"To multiply human potential with AI, organizations can deliberately design human and machine interactions",AI,Deloitte Insights,2026-08-14T04:04:54Z,2026-08-16T06:17:36Z,jsonld:datePublished,meta,direct-article,keyword-v2
2d3badc239c8bc1d,Deloitte,Dealing with AI’s cultural debt,2026-03-04,https://www.deloitte.com/us/en/insights/topics/talent/human-capital-trends/2026/ai-cultural-debt.html,"AI may be creating an unnoticed, steady accumulation of negative cultural behaviors. How do we manage it so culture can be an advantage in the age of AI?",AI,Deloitte Insights,2026-08-14T04:04:54Z,2026-08-16T06:17:36Z,jsonld:datePublished,meta,direct-article,keyword-v2
eb559f4d0cbfa96a,Deloitte,The orchestration advantage,2026-03-04,https://www.deloitte.com/us/en/insights/topics/talent/human-capital-trends/2026/orchestrating-for-agility.html,AI can enable quick intent-to-action. But turning speed into competitive advantage will likely come from learning to orchestrate capabilities and capacity in real time.,AI|Strategy,Deloitte Insights,2026-08-14T04:04:54Z,2026-08-16T06:17:36Z,jsonld:datePublished,meta,direct-article,keyword-v2
00acadde477c01dc,Deloitte,Decisions that echo,2026-03-04,https://www.deloitte.com/us/en/insights/topics/talent/human-capital-trends/2026/decisions-that-echo.html,"Amid eroding trust and accelerating technology, board decisions reverberate beyond the organization. The question is whether those decisions will strengthen society—or strain it.",,Deloitte Insights,2026-08-14T04:04:54Z,2026-08-16T06:17:36Z,jsonld:datePublished,meta,direct-article,keyword-v2
df2a13b8384b1ca4,Deloitte,2026 Global Human Capital Trends,2026-03-04,https://www.deloitte.com/us/en/insights/topics/talent/human-capital-trends.html,"Our 2026 survey reveals a shift from tensions to tipping points. What intentional choices can organizations make to adapt continuously, move with speed, and lead with a human edge?",Workforce,Deloitte Insights,2026-08-08T17:09:53Z,2026-08-16T06:17:36Z,jsonld:datePublished,meta,direct-article,keyword-v2
ba2440e7f1f075bc,Deloitte,Fact or fabrication? AI is blurring the line when it comes to people and work,2026-03-03,https://www.deloitte.com/us/en/insights/topics/talent/human-capital-trends/2026/managing-disinformation-at-scale.html,"In the age of generative AI, it’s getting more difficult to know what is true, relevant, or meaningful about people and work. How can we manage disinformation at scale?",AI,Deloitte Insights,2026-08-14T04:04:54Z,2026-08-16T06:17:36Z,jsonld:datePublished,meta,direct-article,keyword-v2
9e0204dc7a5ffdbf,Deloitte,AI and the future of human decision-making,2026-03-03,https://www.deloitte.com/us/en/insights/topics/talent/human-capital-trends/2026/decision-making-with-ai.html,"As AI transforms decision-making, how can organizations make quality decisions, anchored in human agency and trust?",AI,Deloitte Insights,2026-08-14T04:04:54Z,2026-08-16T06:17:36Z,jsonld:datePublished,meta,direct-article,keyword-v2
87185b35b773a568,Deloitte,Staying relevant in a world that won’t sit still,2026-03-03,https://www.deloitte.com/us/en/insights/topics/talent/human-capital-trends/2026/creating-an-adaptable-workforce.html,Real-time adaptability is emerging as a competitive differentiator. How can organizations build worker resilience on the fly?,Supply Chain,Deloitte Insights,2026-08-14T04:04:54Z,2026-08-16T06:17:36Z,jsonld:datePublished,meta,direct-article,keyword-v2
d2dbe3d2783fc573,Deloitte,Technology is helping drive sustainability transformation,2026-01-19,https://www.deloitte.com/us/en/insights/topics/leadership/technology-for-sustainability.html,"Deloitte Global’s survey of C-level executives shows how companies are using technology to track sustainability metrics, reduce risks, and support business model transformation",Strategy,Deloitte Insights,2026-08-19T02:32:43Z,2026-08-19T02:32:43Z,jsonld:datePublished,meta,direct-article,keyword-v2
3774d328d4ef5679,PwC,PwC’s 29th Global CEO Survey: Leading through uncertainty in the age of AI,2026-01-19,https://www.pwc.com/gx/en/issues/c-suite-insights/ceo-survey.html,"CEOs are reinventing their companies with technology and seeking growth opportunities in new sectors, even as they see elevated threats ahead.",AI|Strategy,PwC C-suite Insights,2026-08-14T04:04:54Z,2026-08-21T02:37:11Z,visible-near-h1,meta,direct-article,keyword-v2
1e10e453046b2b5c,McKinsey,Hiding in plain sight: The underestimated size of the semiconductor industry,2026-01-15,https://www.mckinsey.com/industries/semiconductors/our-insights/hiding-in-plain-sight-the-underestimated-size-of-the-semiconductor-industry,"McKinsey analysis examines semiconductor market growth, segment economics, and demand driven by AI and data centers.",AI|Semiconductor|Data Center|Economics|Strategy,McKinsey official verified bootstrap,2026-08-14T20:25:05Z,2026-08-14T20:25:05Z,,,,
2bfe1f12116916b2,Deloitte,A shrinking workforce may thwart US manufacturing ambitions,2025-12-22,https://www.deloitte.com/us/en/insights/topics/economy/spotlight/us-manufacturing-labor-impact.html,The December 2025 Economics Insider explores trends in the US manufacturing workforce and the factors shaping those trends,Manufacturing|Economics|Workforce,Deloitte Insights,2026-08-14T04:04:54Z,2026-08-16T06:17:36Z,jsonld:datePublished,meta,direct-article,keyword-v2
d6c298cff1d6122b,Deloitte,2026 Global Health Care Outlook,2025-12-11,https://www.deloitte.com/us/en/insights/industry/health-care/life-sciences-and-health-care-industry-outlooks/2026-global-health-care-outlook.html,"Discover how AI, workforce shifts, and new care models are transforming health care. Find out what changes are ahead for global organizations.",AI|Workforce,Deloitte Insights,2026-08-14T04:04:54Z,2026-08-16T06:17:36Z,jsonld:datePublished,meta,direct-article,keyword-v2
872b3208c9832cef,Deloitte,Tech Trends 2026,2025-12-10,https://www.deloitte.com/us/en/insights/topics/technology-management/tech-trends.html,"As technology innovation and adoption accelerate, five trends reveal how successful organizations are moving from experimentation to impact",,Deloitte Insights,2026-08-08T17:09:53Z,2026-08-19T02:32:43Z,jsonld:datePublished,meta,direct-article,keyword-v2
28221fb09f627173,PwC,Global Investor Survey 2025,2025-12-08,https://www.pwc.com/gx/en/issues/c-suite-insights/global-investor-survey.html,"Resilience, AI adoption, and business model reinvention are shaping investor expectations as disruption and uncertainty loom in the year ahead.",AI|Supply Chain,PwC C-suite Insights,2026-08-14T04:04:54Z,2026-08-16T06:17:36Z,visible-near-h1,meta,direct-article,keyword-v2
5ae1e35e3c890cc9,Deloitte,A new era of self-reliance: Navigating technology sovereignty,2025-11-17,https://www.deloitte.com/us/en/insights/industry/technology/technology-media-and-telecom-predictions/2026/tech-sovereignty.html,Countries and regional blocs are racing to build their own sovereign tech and AI infrastructures. What are the implications? How can global businesses prepare?,AI,Deloitte Insights,2026-08-14T04:04:54Z,2026-08-16T06:17:36Z,jsonld:datePublished,meta,direct-article,keyword-v2
599e8bfd1357816e,Deloitte,TMT Predictions 2026: The AI gap narrows but persists,2025-11-16,https://www.deloitte.com/us/en/insights/industry/technology/technology-media-and-telecom-predictions.html,"Deloitte predicts 2026 will see the gap between the promise and reality of AI narrow, as further movements towards getting it to scale are made",,Deloitte Insights,2026-08-08T17:09:53Z,2026-08-08T17:09:53Z,,,,
74ce71692b5a6571,Deloitte,From jobs to skills to outcomes: Rethinking how work gets done,2025-10-28,https://www.deloitte.com/us/en/insights/topics/talent/future-of-workforce-planning/planning-work-outcomes.html,"Workforce planning is moving toward a future where outcomes define the work. How can organizations embrace task and skills-based planning now, while preparing for what comes next?",Workforce,Deloitte Insights,2026-08-14T04:04:54Z,2026-08-16T06:17:36Z,jsonld:datePublished,meta,direct-article,keyword-v2
0121f3cf2f038405,Deloitte,Forecasting the rise of push payment scams—the fraud consumers are tricked into authorizing,2025-10-09,https://www.deloitte.com/us/en/insights/industry/financial-services/authorized-push-payment-fraud.html,"Deloitte estimates US losses from authorized push payment fraud could surge to nearly $15 billion by 2028. Who’s most vulnerable, and how can banks shore up their defenses?",,Deloitte Insights,2026-08-14T04:04:54Z,2026-08-16T06:17:36Z,jsonld:datePublished,meta,direct-article,keyword-v2
c18d5cb35c9bdc63,Deloitte,"In the gen AI economy, consumers want innovation they can trust",2025-09-24,https://www.deloitte.com/us/en/insights/industry/telecommunications/connectivity-mobile-trends-survey.html,"By pairing strong data responsibility with bold innovation, tech companies can win greater trust, loyalty, and spending",AI|Economics,Deloitte Insights,2026-08-14T04:04:54Z,2026-08-16T06:17:36Z,jsonld:datePublished,meta,direct-article,keyword-v2
abe999dc7078d77d,Deloitte,2025 Smart Manufacturing and Operations Survey: Navigating challenges to implementation,2025-05-01,https://www.deloitte.com/us/en/insights/industry/manufacturing-industrial-products/2025-smart-manufacturing-survey.html,"Deloitte’s survey of 600 executives shows that as factories and operations get smarter, manufacturers work to overcome obstacles in talent acquisition, manage complex transformations, and mitigate operational risk",Manufacturing|Strategy|Workforce,Deloitte Insights,2026-08-14T04:04:54Z,2026-08-16T06:17:36Z,jsonld:datePublished,meta,direct-article,keyword-v2
851be29de49b9718,PwC,The leader’s guide to value in motion,2025-04-29,https://www.pwc.com/gx/en/issues/value-in-motion/leader-guide-value-in-motion.html,"Get ready for AI, climate change and other megatrends to shift value pools, reconfigure industries and redefine the top management agenda.",AI,PwC Today's Issues,2026-08-14T04:04:54Z,2026-08-16T06:17:36Z,visible-near-h1,meta,direct-article,keyword-v2
6d622c0165434eb2,Deloitte,Reimagining CHRO roles and responsibilities for strategic growth,2025-04-22,https://www.deloitte.com/us/en/insights/topics/business-strategy-growth/chro-roles-and-responsibilities.html,the evolving CHRO responsibilities and competencies essential for strategic growth and organizational success in today's dynamic business environment,Strategy,Deloitte Insights,2026-08-19T02:32:43Z,2026-08-19T02:32:43Z,jsonld:datePublished,meta,direct-article,keyword-v2
f9ac4415b76b0f42,Deloitte,Has the CISO finally been accepted as a key strategic player?,2025-02-26,https://www.deloitte.com/us/en/insights/topics/business-strategy-growth/ciso-and-cybersecurity-strategy.html,Why was there a surge in CISOs' strategic involvement in business-critical technology conversations last year?,,Deloitte Insights,2026-08-14T04:04:54Z,2026-08-16T06:17:36Z,jsonld:datePublished,meta,direct-article,keyword-v2
1ddfc7ea93a3c93b,Deloitte,Benfica scores big with AI and spatial data,2024-10-24,https://www.deloitte.com/us/en/insights/topics/technology-management/tech-trends/2024/artificial-intelligence-in-sports.html,The Portuguese pro football team is using artificial intelligence and analytics to develop young talent into high-caliber athletes,AI|Workforce,Deloitte Insights,2026-08-14T04:04:54Z,2026-08-16T06:17:36Z,jsonld:datePublished,meta,direct-article,keyword-v2
492aab51b12b768f,Deloitte,Ownership unbound: Reinventing intellectual property in the open innovation age,2024-10-08,https://www.deloitte.com/us/en/insights/topics/innovation/rethinking-intellectual-property-in-age-of-open-innovation.html,"Emerging tech, open innovation, and changing consumer demands are disrupting IP models. How can organizations balance IP protection with collaboration?",,Deloitte Insights,2026-08-14T04:04:54Z,2026-08-16T06:17:36Z,jsonld:datePublished,meta,direct-article,keyword-v2
c362437eb62e5cea,Deloitte,How Eastman used its data and analytics experience to get started with generative AI,2024-04-07,https://www.deloitte.com/us/en/insights/topics/technology-management/tech-trends/2024/eastman-gen-ai-use-cases-in-manufacturing.html,"Rather than trying to add gen AI to all its operations areas, Eastman is looking for manufacturing use cases using its previous technical experience.",AI|Manufacturing,Deloitte Insights,2026-08-14T04:04:54Z,2026-08-16T06:17:36Z,jsonld:datePublished,meta,direct-article,keyword-v2
dc91a624c4b29856,PwC,PwC’s Global NextGen Survey 2024: Success and succession in an AI world,2024-03-13,https://www.pwc.com/gx/en/issues/c-suite-insights/nextgen.html,"By dynamically fusing leadership transition and generative AI, family enterprises create opportunities for the next generation.",AI,PwC C-suite Insights,2026-08-14T04:04:54Z,2026-08-16T06:17:36Z,visible-near-h1,meta,direct-article,keyword-v2
